date,       time,     latitude,  sat, longitude, speed, altitude
2018/10/07, 17:08:51, 41.701672, 7,   15.738587, 5.5,   613
2018/10/07, 17:08:52, 41.701653, 7,   15.738560, 11.3,   616
2018/10/07, 17:08:53, 41.701653, 7,   15.738541, 13.4,   620
2018/10/07, 17:08:54, 41.701637, 7,   15.738550, 4.9,   624
2018/10/07, 17:08:55, 41.701599, 7,   15.738581, 6.4,   627
2018/10/07, 17:08:56, 41.701584, 7,   15.738566, 5.6,   625
2018/10/07, 17:08:57, 41.701569, 7,   15.738528, 6.6,   619
2018/10/07, 17:08:58, 41.701557, 7,   15.738496, 3.9,   615
2018/10/07, 17:08:59, 41.701557, 7,   15.738465, 3.8,   611
2018/10/07, 17:09:00, 41.701550, 7,   15.738445, 5.3,   611
2018/10/07, 17:09:01, 41.701538, 7,   15.738408, 8.1,   608
2018/10/07, 17:09:02, 41.701534, 7,   15.738389, 4.8,   607
2018/10/07, 17:09:03, 41.701534, 7,   15.738377, 3.8,   603
2018/10/07, 17:09:04, 41.701530, 7,   15.738366, 4.4,   600
2018/10/07, 17:09:05, 41.701534, 7,   15.738330, 2.6,   596
2018/10/07, 17:09:06, 41.701538, 7,   15.738295, 5.4,   592
2018/10/07, 17:09:07, 41.701538, 7,   15.738250, 6.6,   587
2018/10/07, 17:09:08, 41.701523, 7,   15.738208, 10.5,   584
2018/10/07, 17:09:09, 41.701519, 7,   15.738160, 10.7,   581
2018/10/07, 17:09:10, 41.701530, 7,   15.738106, 9.8,   576
2018/10/07, 17:09:11, 41.701542, 7,   15.738066, 11.4,   572
2018/10/07, 17:09:12, 41.701561, 7,   15.738034, 12.1,   570
2018/10/07, 17:09:13, 41.701584, 7,   15.738004, 12.3,   567
2018/10/07, 17:09:14, 41.701614, 7,   15.737971, 11.9,   563
2018/10/07, 17:09:15, 41.701637, 7,   15.737949, 12.7,   562
2018/10/07, 17:09:16, 41.701660, 7,   15.737931, 11.9,   560
2018/10/07, 17:09:17, 41.701687, 7,   15.737919, 12.0,   559
2018/10/07, 17:09:18, 41.701717, 7,   15.737909, 13.8,   559
2018/10/07, 17:09:19, 41.701744, 7,   15.737900, 13.5,   559
2018/10/07, 17:09:20, 41.701771, 7,   15.737886, 12.9,   559
2018/10/07, 17:09:21, 41.701797, 7,   15.737882, 12.9,   559
2018/10/07, 17:09:22, 41.701824, 7,   15.737877, 12.2,   560
2018/10/07, 17:09:23, 41.701851, 7,   15.737869, 11.0,   560
2018/10/07, 17:09:24, 41.701878, 7,   15.737858, 12.4,   559
2018/10/07, 17:09:25, 41.701904, 7,   15.737841, 10.8,   559
2018/10/07, 17:09:26, 41.701920, 7,   15.737821, 10.2,   559
2018/10/07, 17:09:27, 41.701935, 6,   15.737792, 11.0,   558
2018/10/07, 17:09:28, 41.701946, 7,   15.737761, 11.3,   557
2018/10/07, 17:09:29, 41.701954, 7,   15.737723, 9.9,   557
2018/10/07, 17:09:30, 41.701958, 7,   15.737690, 11.7,   556
2018/10/07, 17:09:31, 41.701958, 7,   15.737648, 12.8,   554
2018/10/07, 17:09:32, 41.701954, 7,   15.737605, 12.6,   553
2018/10/07, 17:09:33, 41.701950, 7,   15.737558, 14.9,   552
2018/10/07, 17:09:34, 41.701950, 7,   15.737508, 16.5,   552
2018/10/07, 17:09:35, 41.701946, 7,   15.737452, 17.6,   552
2018/10/07, 17:09:36, 41.701942, 7,   15.737393, 18.0,   552
2018/10/07, 17:09:37, 41.701942, 7,   15.737331, 18.4,   551
2018/10/07, 17:09:38, 41.701939, 6,   15.737267, 18.9,   550
2018/10/07, 17:09:39, 41.701935, 7,   15.737202, 19.9,   549
2018/10/07, 17:09:40, 41.701923, 7,   15.737145, 19.3,   551
2018/10/07, 17:09:41, 41.701916, 7,   15.737083, 18.4,   550
2018/10/07, 17:09:42, 41.701920, 7,   15.737018, 18.9,   547
2018/10/07, 17:09:43, 41.701916, 7,   15.736952, 20.0,   547
2018/10/07, 17:09:44, 41.701916, 7,   15.736883, 20.5,   547
2018/10/07, 17:09:45, 41.701916, 7,   15.736810, 20.5,   544
2018/10/07, 17:09:46, 41.701900, 7,   15.736739, 21.8,   544
2018/10/07, 17:09:47, 41.701897, 7,   15.736668, 22.2,   544
2018/10/07, 17:09:48, 41.701897, 7,   15.736595, 21.7,   543
2018/10/07, 17:09:49, 41.701893, 7,   15.736524, 22.1,   542
2018/10/07, 17:09:50, 41.701885, 6,   15.736448, 22.6,   542
2018/10/07, 17:09:51, 41.701878, 7,   15.736375, 22.8,   543
2018/10/07, 17:09:52, 41.701881, 6,   15.736306, 18.1,   539
2018/10/07, 17:09:53, 41.701878, 7,   15.736240, 19.7,   538
2018/10/07, 17:09:54, 41.701866, 7,   15.736165, 21.3,   535
2018/10/07, 17:09:55, 41.701855, 7,   15.736087, 24.3,   535
2018/10/07, 17:09:56, 41.701851, 6,   15.736003, 23.6,   532
2018/10/07, 17:09:57, 41.701843, 7,   15.735922, 24.1,   529
2018/10/07, 17:09:58, 41.701836, 7,   15.735837, 24.0,   529
2018/10/07, 17:09:59, 41.701828, 7,   15.735755, 24.2,   530
2018/10/07, 17:10:00, 41.701820, 7,   15.735671, 24.8,   532
2018/10/07, 17:10:01, 41.701817, 7,   15.735589, 24.9,   533
2018/10/07, 17:10:02, 41.701809, 7,   15.735506, 24.1,   532
2018/10/07, 17:10:03, 41.701801, 7,   15.735422, 25.4,   532
2018/10/07, 17:10:04, 41.701794, 6,   15.735339, 25.0,   533
2018/10/07, 17:10:05, 41.701786, 7,   15.735258, 24.6,   535
2018/10/07, 17:10:06, 41.701778, 7,   15.735174, 25.1,   535
2018/10/07, 17:10:07, 41.701775, 7,   15.735090, 25.5,   536
2018/10/07, 17:10:08, 41.701759, 7,   15.735006, 25.1,   536
2018/10/07, 17:10:09, 41.701748, 7,   15.734925, 25.4,   537
2018/10/07, 17:10:10, 41.701733, 7,   15.734846, 22.5,   535
2018/10/07, 17:10:11, 41.701714, 7,   15.734772, 24.3,   537
2018/10/07, 17:10:12, 41.701698, 7,   15.734685, 26.9,   537
2018/10/07, 17:10:13, 41.701691, 6,   15.734593, 26.8,   536
2018/10/07, 17:10:14, 41.701675, 7,   15.734508, 25.4,   534
2018/10/07, 17:10:15, 41.701664, 6,   15.734423, 25.6,   534
2018/10/07, 17:10:16, 41.701653, 7,   15.734344, 23.3,   535
2018/10/07, 17:10:17, 41.701637, 7,   15.734262, 23.5,   530
2018/10/07, 17:10:18, 41.701630, 7,   15.734191, 16.9,   522
2018/10/07, 17:10:19, 41.701611, 7,   15.734120, 20.9,   524
2018/10/07, 17:10:20, 41.701599, 7,   15.734038, 23.6,   520
2018/10/07, 17:10:21, 41.701580, 7,   15.733967, 21.6,   519
2018/10/07, 17:10:22, 41.701565, 7,   15.733909, 12.9,   513
2018/10/07, 17:10:23, 41.701561, 7,   15.733835, 21.8,   506
2018/10/07, 17:10:24, 41.701553, 7,   15.733743, 22.5,   497
2018/10/07, 17:10:25, 41.701553, 7,   15.733674, 18.5,   493
2018/10/07, 17:10:26, 41.701553, 7,   15.733592, 23.7,   490
2018/10/07, 17:10:27, 41.701550, 7,   15.733511, 23.2,   484
2018/10/07, 17:10:28, 41.701546, 7,   15.733441, 21.1,   479
2018/10/07, 17:10:29, 41.701530, 7,   15.733362, 24.4,   483
2018/10/07, 17:10:30, 41.701519, 7,   15.733283, 23.2,   482
2018/10/07, 17:10:31, 41.701511, 7,   15.733203, 22.9,   480
2018/10/07, 17:10:32, 41.701500, 7,   15.733139, 20.9,   481
2018/10/07, 17:10:33, 41.701485, 6,   15.733069, 21.9,   483
2018/10/07, 17:10:34, 41.701477, 7,   15.732997, 21.0,   482
2018/10/07, 17:10:35, 41.701458, 7,   15.732915, 24.3,   490
2018/10/07, 17:10:36, 41.701443, 7,   15.732832, 25.2,   495
2018/10/07, 17:10:37, 41.701439, 7,   15.732754, 24.4,   495
2018/10/07, 17:10:38, 41.701431, 6,   15.732674, 24.0,   493
2018/10/07, 17:10:39, 41.701420, 7,   15.732600, 23.7,   495
2018/10/07, 17:10:40, 41.701389, 7,   15.732536, 22.7,   499
2018/10/07, 17:10:41, 41.701374, 7,   15.732464, 22.6,   500
2018/10/07, 17:10:42, 41.701363, 7,   15.732395, 20.0,   499
2018/10/07, 17:10:43, 41.701359, 7,   15.732327, 18.5,   497
2018/10/07, 17:10:44, 41.701351, 7,   15.732265, 16.8,   493
2018/10/07, 17:10:45, 41.701344, 7,   15.732192, 20.0,   492
2018/10/07, 17:10:46, 41.701321, 7,   15.732107, 23.3,   494
2018/10/07, 17:10:47, 41.701313, 7,   15.732036, 19.9,   492
2018/10/07, 17:10:48, 41.701309, 7,   15.731956, 21.1,   490
2018/10/07, 17:10:49, 41.701309, 7,   15.731871, 21.2,   488
2018/10/07, 17:10:50, 41.701290, 7,   15.731808, 19.8,   491
2018/10/07, 17:10:51, 41.701275, 6,   15.731758, 16.0,   494
2018/10/07, 17:10:52, 41.701271, 7,   15.731709, 12.1,   493
2018/10/07, 17:10:53, 41.701267, 7,   15.731674, 7.5,   493
2018/10/07, 17:10:54, 41.701260, 7,   15.731649, 6.1,   501
2018/10/07, 17:10:55, 41.701241, 7,   15.731634, 6.2,   512
2018/10/07, 17:10:56, 41.701237, 7,   15.731613, 6.5,   514
2018/10/07, 17:10:57, 41.701237, 7,   15.731590, 5.6,   516
2018/10/07, 17:10:58, 41.701233, 7,   15.731573, 4.4,   519
2018/10/07, 17:10:59, 41.701225, 7,   15.731554, 5.2,   522
2018/10/07, 17:11:00, 41.701221, 7,   15.731538, 4.7,   523
2018/10/07, 17:11:01, 41.701210, 7,   15.731524, 4.7,   526
2018/10/07, 17:11:02, 41.701206, 7,   15.731512, 4.3,   527
2018/10/07, 17:11:03, 41.701202, 7,   15.731500, 2.7,   528
2018/10/07, 17:11:04, 41.701199, 7,   15.731493, 0.0,   529
2018/10/07, 17:11:05, 41.701195, 7,   15.731483, 2.3,   531
2018/10/07, 17:11:06, 41.701187, 7,   15.731477, 2.1,   534
2018/10/07, 17:11:07, 41.701187, 7,   15.731461, 3.1,   534
2018/10/07, 17:11:08, 41.701195, 7,   15.731448, 3.4,   534
2018/10/07, 17:11:09, 41.701195, 7,   15.731432, 4.2,   534
2018/10/07, 17:11:10, 41.701199, 7,   15.731420, 3.7,   534
2018/10/07, 17:11:11, 41.701199, 7,   15.731410, 3.9,   535
2018/10/07, 17:11:12, 41.701202, 7,   15.731391, 7.6,   538
2018/10/07, 17:11:13, 41.701214, 7,   15.731359, 9.3,   537
2018/10/07, 17:11:14, 41.701221, 7,   15.731341, 6.2,   537
2018/10/07, 17:11:15, 41.701233, 7,   15.731328, 6.8,   538
2018/10/07, 17:11:16, 41.701267, 7,   15.731317, 9.9,   537
2018/10/07, 17:11:17, 41.701302, 7,   15.731306, 10.7,   537
2018/10/07, 17:11:18, 41.701340, 7,   15.731274, 15.2,   537
2018/10/07, 17:11:19, 41.701366, 7,   15.731255, 12.2,   537
2018/10/07, 17:11:20, 41.701389, 7,   15.731243, 11.7,   538
2018/10/07, 17:11:21, 41.701416, 7,   15.731234, 10.2,   538
2018/10/07, 17:11:22, 41.701454, 7,   15.731224, 12.4,   538
2018/10/07, 17:11:23, 41.701500, 7,   15.731203, 14.9,   538
2018/10/07, 17:11:24, 41.701550, 7,   15.731176, 16.0,   537
2018/10/07, 17:11:25, 41.701607, 7,   15.731165, 19.1,   537
2018/10/07, 17:11:26, 41.701656, 7,   15.731165, 18.1,   536
2018/10/07, 17:11:27, 41.701698, 7,   15.731153, 16.9,   538
2018/10/07, 17:11:28, 41.701756, 7,   15.731122, 19.0,   538
2018/10/07, 17:11:29, 41.701809, 7,   15.731093, 19.2,   537
2018/10/07, 17:11:30, 41.701855, 7,   15.731082, 17.4,   537
2018/10/07, 17:11:31, 41.701900, 7,   15.731071, 17.3,   537
2018/10/07, 17:11:32, 41.701942, 7,   15.731059, 16.5,   537
2018/10/07, 17:11:33, 41.701973, 7,   15.731044, 14.7,   537
2018/10/07, 17:11:34, 41.702034, 7,   15.731016, 18.0,   538
2018/10/07, 17:11:35, 41.702072, 7,   15.730999, 16.8,   538
2018/10/07, 17:11:36, 41.702122, 7,   15.730968, 17.2,   537
2018/10/07, 17:11:37, 41.702183, 7,   15.730931, 19.8,   537
2018/10/07, 17:11:38, 41.702229, 7,   15.730905, 18.1,   537
2018/10/07, 17:11:39, 41.702263, 7,   15.730905, 13.1,   538
2018/10/07, 17:11:40, 41.702328, 7,   15.730891, 15.8,   536
2018/10/07, 17:11:41, 41.702351, 7,   15.730895, 13.5,   537
2018/10/07, 17:11:42, 41.702412, 7,   15.730877, 16.0,   536
2018/10/07, 17:11:43, 41.702484, 7,   15.730855, 19.4,   536
2018/10/07, 17:11:44, 41.702549, 7,   15.730832, 20.5,   536
2018/10/07, 17:11:45, 41.702625, 7,   15.730805, 23.2,   536
2018/10/07, 17:11:46, 41.702709, 7,   15.730787, 24.7,   536
2018/10/07, 17:11:47, 41.702763, 7,   15.730773, 23.0,   539
2018/10/07, 17:11:48, 41.702824, 7,   15.730762, 21.5,   540
2018/10/07, 17:11:49, 41.702900, 7,   15.730717, 22.9,   540
2018/10/07, 17:11:50, 41.702965, 7,   15.730688, 23.0,   540
2018/10/07, 17:11:51, 41.703026, 7,   15.730667, 24.0,   540
2018/10/07, 17:11:52, 41.703079, 6,   15.730640, 22.8,   542
2018/10/07, 17:11:53, 41.703144, 7,   15.730605, 23.1,   542
2018/10/07, 17:11:54, 41.703201, 7,   15.730563, 22.4,   541
2018/10/07, 17:11:55, 41.703262, 7,   15.730523, 21.9,   541
2018/10/07, 17:11:56, 41.703320, 6,   15.730504, 21.5,   541
2018/10/07, 17:11:57, 41.703369, 7,   15.730490, 19.6,   541
2018/10/07, 17:11:58, 41.703423, 7,   15.730442, 18.9,   541
2018/10/07, 17:11:59, 41.703472, 7,   15.730429, 17.0,   542
2018/10/07, 17:12:00, 41.703526, 7,   15.730393, 16.7,   542
2018/10/07, 17:12:01, 41.703575, 7,   15.730369, 17.6,   542
2018/10/07, 17:12:02, 41.703629, 7,   15.730336, 17.9,   542
2018/10/07, 17:12:03, 41.703682, 7,   15.730315, 17.8,   542
2018/10/07, 17:12:04, 41.703724, 7,   15.730294, 17.3,   542
2018/10/07, 17:12:05, 41.703773, 7,   15.730284, 15.7,   541
2018/10/07, 17:12:06, 41.703823, 7,   15.730268, 15.2,   541
2018/10/07, 17:12:07, 41.703861, 7,   15.730249, 13.4,   541
2018/10/07, 17:12:08, 41.703896, 7,   15.730232, 12.9,   541
2018/10/07, 17:12:09, 41.703903, 7,   15.730229, 7.4,   542
2018/10/07, 17:12:10, 41.703941, 7,   15.730209, 9.1,   543
2018/10/07, 17:12:11, 41.703987, 7,   15.730183, 11.5,   543
2018/10/07, 17:12:12, 41.704033, 7,   15.730171, 13.1,   543
2018/10/07, 17:12:13, 41.704067, 7,   15.730164, 12.6,   545
2018/10/07, 17:12:14, 41.704079, 7,   15.730147, 8.8,   547
2018/10/07, 17:12:15, 41.704109, 7,   15.730124, 9.0,   549
2018/10/07, 17:12:16, 41.704147, 7,   15.730098, 11.7,   550
2018/10/07, 17:12:17, 41.704201, 7,   15.730069, 14.5,   550
2018/10/07, 17:12:18, 41.704224, 7,   15.730056, 12.3,   551
2018/10/07, 17:12:19, 41.704239, 7,   15.730045, 7.0,   551
2018/10/07, 17:12:20, 41.704269, 7,   15.730032, 8.1,   552
2018/10/07, 17:12:21, 41.704300, 7,   15.730010, 8.5,   552
2018/10/07, 17:12:22, 41.704323, 7,   15.730010, 6.8,   552
2018/10/07, 17:12:23, 41.704357, 7,   15.729986, 8.2,   553
2018/10/07, 17:12:24, 41.704395, 7,   15.729980, 9.7,   552
2018/10/07, 17:12:25, 41.704414, 7,   15.729970, 7.9,   553
2018/10/07, 17:12:26, 41.704433, 7,   15.729989, 6.5,   554
2018/10/07, 17:12:27, 41.704456, 7,   15.729992, 5.3,   555
2018/10/07, 17:12:28, 41.704479, 7,   15.729987, 6.0,   555
2018/10/07, 17:12:29, 41.704506, 7,   15.729977, 6.0,   556
2018/10/07, 17:12:30, 41.704510, 7,   15.729971, 2.7,   557
2018/10/07, 17:12:31, 41.704552, 7,   15.729970, 6.2,   557
2018/10/07, 17:12:32, 41.704590, 7,   15.729960, 7.7,   557
2018/10/07, 17:12:33, 41.704620, 7,   15.729959, 7.6,   557
2018/10/07, 17:12:34, 41.704659, 7,   15.729952, 7.8,   558
2018/10/07, 17:12:35, 41.704693, 7,   15.729956, 8.5,   559
2018/10/07, 17:12:36, 41.704723, 7,   15.729938, 7.6,   560
2018/10/07, 17:12:37, 41.704742, 7,   15.729925, 6.4,   560
2018/10/07, 17:12:38, 41.704773, 7,   15.729912, 7.5,   560
2018/10/07, 17:12:39, 41.704796, 7,   15.729897, 6.0,   560
2018/10/07, 17:12:40, 41.704830, 7,   15.729880, 6.4,   560
2018/10/07, 17:12:41, 41.704853, 7,   15.729872, 5.6,   560
2018/10/07, 17:12:42, 41.704884, 7,   15.729857, 6.5,   559
2018/10/07, 17:12:43, 41.704903, 7,   15.729843, 5.1,   559
2018/10/07, 17:12:44, 41.704933, 7,   15.729845, 5.3,   559
2018/10/07, 17:12:45, 41.704964, 7,   15.729831, 6.8,   559
2018/10/07, 17:12:46, 41.704994, 7,   15.729822, 6.7,   559
2018/10/07, 17:12:47, 41.705025, 7,   15.729810, 7.4,   559
2018/10/07, 17:12:48, 41.705032, 7,   15.729807, 5.3,   559
2018/10/07, 17:12:49, 41.705051, 7,   15.729789, 5.3,   560
2018/10/07, 17:12:50, 41.705078, 7,   15.729777, 5.6,   560
2018/10/07, 17:12:51, 41.705101, 7,   15.729776, 6.1,   561
2018/10/07, 17:12:52, 41.705124, 7,   15.729772, 6.3,   562
2018/10/07, 17:12:53, 41.705154, 7,   15.729748, 7.3,   563
2018/10/07, 17:12:54, 41.705177, 7,   15.729728, 6.8,   563
2018/10/07, 17:12:55, 41.705219, 7,   15.729711, 10.2,   564
2018/10/07, 17:12:56, 41.705250, 7,   15.729701, 9.7,   564
2018/10/07, 17:12:57, 41.705273, 7,   15.729685, 8.1,   564
2018/10/07, 17:12:58, 41.705303, 7,   15.729673, 9.3,   565
2018/10/07, 17:12:59, 41.705311, 7,   15.729666, 5.2,   566
2018/10/07, 17:13:00, 41.705322, 7,   15.729659, 4.7,   567
2018/10/07, 17:13:01, 41.705349, 7,   15.729642, 6.3,   568
2018/10/07, 17:13:02, 41.705372, 7,   15.729623, 6.2,   569
2018/10/07, 17:13:03, 41.705395, 7,   15.729605, 4.0,   569
2018/10/07, 17:13:04, 41.705414, 7,   15.729590, 3.2,   570
2018/10/07, 17:13:05, 41.705429, 7,   15.729581, 0.0,   571
2018/10/07, 17:13:06, 41.705448, 7,   15.729567, 2.5,   571
2018/10/07, 17:13:07, 41.705475, 7,   15.729549, 5.3,   571
2018/10/07, 17:13:08, 41.705486, 7,   15.729527, 5.3,   572
2018/10/07, 17:13:09, 41.705494, 7,   15.729520, 2.8,   573
2018/10/07, 17:13:10, 41.705509, 7,   15.729522, 0.0,   574
2018/10/07, 17:13:11, 41.705521, 7,   15.729522, 0.0,   574
2018/10/07, 17:13:12, 41.705536, 7,   15.729517, 2.6,   575
2018/10/07, 17:13:13, 41.705566, 7,   15.729505, 3.8,   576
2018/10/07, 17:13:14, 41.705597, 7,   15.729495, 4.9,   576
2018/10/07, 17:13:15, 41.705620, 7,   15.729486, 6.4,   576
2018/10/07, 17:13:16, 41.705635, 7,   15.729485, 3.5,   577
2018/10/07, 17:13:17, 41.705662, 7,   15.729480, 5.2,   577
2018/10/07, 17:13:18, 41.705692, 7,   15.729469, 5.4,   577
2018/10/07, 17:13:19, 41.705730, 7,   15.729453, 6.9,   576
2018/10/07, 17:13:20, 41.705750, 7,   15.729450, 5.4,   577
2018/10/07, 17:13:21, 41.705761, 7,   15.729435, 3.5,   577
2018/10/07, 17:13:22, 41.705788, 7,   15.729424, 4.5,   577
2018/10/07, 17:13:23, 41.705814, 7,   15.729424, 5.1,   578
2018/10/07, 17:13:24, 41.705837, 7,   15.729423, 4.5,   578
2018/10/07, 17:13:25, 41.705868, 7,   15.729423, 5.6,   577
2018/10/07, 17:13:26, 41.705887, 7,   15.729416, 4.3,   577
2018/10/07, 17:13:27, 41.705917, 7,   15.729405, 5.8,   577
2018/10/07, 17:13:28, 41.705936, 7,   15.729395, 6.2,   578
2018/10/07, 17:13:29, 41.705948, 7,   15.729387, 4.2,   579
2018/10/07, 17:13:30, 41.705967, 7,   15.729387, 4.2,   579
2018/10/07, 17:13:31, 41.705986, 7,   15.729381, 2.9,   579
2018/10/07, 17:13:32, 41.706005, 7,   15.729371, 2.9,   579
2018/10/07, 17:13:33, 41.706047, 7,   15.729351, 5.5,   580
2018/10/07, 17:13:34, 41.706074, 7,   15.729345, 5.3,   580
2018/10/07, 17:13:35, 41.706085, 7,   15.729335, 3.2,   581
2018/10/07, 17:13:36, 41.706108, 7,   15.729321, 4.7,   581
2018/10/07, 17:13:37, 41.706146, 7,   15.729298, 6.3,   581
2018/10/07, 17:13:38, 41.706184, 7,   15.729272, 8.6,   581
